,index,age,gender,job_cat,housing,savings,checking,loan_amount,duration,purpose,risk,customer_loyalty
357,357,26,male,3,own,low,,4463.0,36,radio/TV,bad,0.3786234967530743
358,358,28,male,2,own,low,,776.0,12,radio/TV,good,0.4281275213022316
359,359,23,female,2,rent,low,low,2406.0,30,furniture/equipment,bad,0.3129359835256482
360,360,61,male,2,free,,moderate,1239.0,18,education,good,0.8698249751479761
361,361,37,male,3,own,,high,3399.0,12,radio/TV,good,0.5532002650655055
362,362,36,female,2,own,low,high,2247.0,12,car,good,0.5019676924133141
363,363,21,male,2,rent,low,,,6,furniture/equipment,good,0.30218685666622414
364,364,25,male,0,own,low,low,2473.0,18,furniture/equipment,bad,0.386048169266834
365,365,36,male,2,own,low,,1542.0,12,business,good,0.5718310695017458
366,366,27,male,2,own,low,,3850.0,18,car,good,0.3629698753880564
367,367,22,female,2,rent,low,low,3650.0,18,furniture/equipment,good,0.384148076032119
368,368,42,male,2,own,low,low,3446.0,36,furniture/equipment,bad,0.5690871497303434
369,369,40,female,2,rent,low,moderate,3001.0,18,furniture/equipment,good,0.5471355038046811
370,370,36,unknown,2,own,,,3079.0,36,car,good,0.5716564474081162
371,371,33,male,2,own,low,,6070.0,18,radio/TV,good,0.49395048505819933
372,372,23,female,2,rent,low,,2146.0,10,furniture/equipment,good,0.3417922057323276
373,373,63,male,3,free,,,13756.0,60,car,good,0.909756816449499
374,374,60,female,3,free,moderate,moderate,14782.0,60,vacation/others,bad,0.8031574157925231
375,375,37,female,2,rent,low,low,7685.0,48,business,bad,0.5921673141407907
376,376,34,male,2,own,low,,2320.0,18,radio/TV,good,0.5330019105524593
377,377,36,male,2,free,,,846.0,7,radio/TV,good,0.4930446048543405
378,378,57,male,3,free,low,moderate,14318.0,36,car,bad,0.8112255272554901
379,379,52,female,1,own,moderate,,362.0,6,car,good,0.7691263897872291
380,380,39,male,2,own,,low,2212.0,20,furniture/equipment,good,0.5396721559250947
381,381,38,female,3,free,low,moderate,12976.0,18,car,bad,0.5758269749440155
382,382,25,female,2,rent,,,1283.0,22,car,good,0.3691075541227543
383,383,26,male,2,own,low,high,1330.0,12,car,good,0.34754812653802014
384,384,26,male,1,own,moderate,,4272.0,30,business,good,0.37734063999424083
385,385,25,female,2,own,low,,2238.0,18,radio/TV,good,0.33354595353447225
386,386,21,female,2,rent,,,1126.0,18,radio/TV,good,0.3572666279306348
387,387,40,male,3,own,low,moderate,7374.0,18,furniture/equipment,good,0.599626337289295
388,388,27,male,2,own,very_high,moderate,2326.0,15,business,good,0.3881301013163241
389,389,27,female,2,own,low,,1449.0,9,business,good,0.3647505966745921
390,390,30,male,3,own,low,,1820.0,18,car,good,0.4441093319602731
391,391,19,female,1,rent,high,moderate,983.0,12,furniture/equipment,good,0.32589748551580683
392,392,39,male,3,free,low,low,3249.0,36,car,good,0.5213630168941625
393,393,31,female,2,own,low,low,1957.0,6,radio/TV,good,0.4938610150441832
394,394,31,male,3,own,low,,2406.0,9,furniture/equipment,good,0.485248352400772
395,395,32,male,2,rent,moderate,moderate,11760.0,39,education,good,0.49017685551277507
396,396,55,female,3,free,low,low,2578.0,12,furniture/equipment,good,0.7840118117219195
397,397,46,male,2,own,low,low,2348.0,36,furniture/equipment,good,0.6768367915297684
398,398,46,male,2,rent,low,moderate,1223.0,12,car,bad,0.6330697347809119
399,399,43,female,1,own,high,,1516.0,24,radio/TV,good,0.5986396801678858
400,400,39,male,2,own,low,,1473.0,18,radio/TV,good,0.5544183818061738
401,401,28,male,2,own,,moderate,1887.0,18,business,good,0.415449367880853
402,402,27,male,2,own,low,,8648.0,24,business,bad,0.4372929651617573
403,403,27,male,1,own,low,,802.0,14,car,good,0.3984339653328552
404,404,43,male,2,own,,moderate,2899.0,18,car,good,0.6310311303344006
405,405,22,male,2,own,low,moderate,2039.0,24,radio/TV,bad,0.3531782856344915
406,406,43,male,2,own,,,2197.0,24,car,good,0.5994997560103049
407,407,27,male,2,own,low,low,1053.0,15,radio/TV,good,0.44777176760297843
408,408,26,male,3,own,very_high,,3235.0,24,radio/TV,good,0.4416788941195051
409,409,28,male,2,own,very_high,high,,12,car,bad,0.4453788234029537
410,410,20,female,2,own,low,moderate,1967.0,24,radio/TV,good,0.3581377383460404
411,411,35,male,3,own,low,,7253.0,33,car,good,0.4821547693721678
412,412,42,male,3,own,low,,2292.0,12,business,bad,0.568541646495527
413,413,40,male,1,rent,very_high,,1597.0,10,car,good,0.5800098624668278
414,414,35,female,2,own,,low,1381.0,24,car,bad,0.5378391651944627
415,415,35,male,2,own,low,,5842.0,36,car,good,0.5322740316168796
416,416,33,male,1,own,low,low,2579.0,12,car,bad,0.4869814309871808
417,417,23,female,2,rent,,low,8471.0,18,education,good,0.3166873193890378
418,418,31,female,3,own,very_high,,2782.0,21,car,good,0.45338964783610575
419,419,33,female,2,own,,moderate,1042.0,18,car,bad,0.4854570821099282
420,420,20,female,2,rent,high,,3186.0,15,car,good,0.2736361060753912
421,421,30,male,2,own,,moderate,2028.0,12,car,good,0.4511260302343132
422,422,47,male,1,own,low,moderate,958.0,12,car,good,0.6378267158666092
423,423,34,male,3,own,moderate,,1591.0,21,furniture/equipment,good,0.5326964579880918
424,424,25,female,2,own,,moderate,2762.0,12,furniture/equipment,bad,0.3826182932108653
425,425,21,male,2,rent,low,moderate,2779.0,18,car,good,0.36939054472468397
426,426,29,male,2,own,low,,,28,radio/TV,good,0.45722830793548663
427,427,46,male,2,own,high,,1149.0,18,radio/TV,good,0.6320118656842613
428,428,20,male,2,own,low,,1313.0,9,furniture/equipment,good,0.3050974028971492
429,429,55,female,0,free,low,low,1190.0,18,repairs,bad,0.7843117929801668
430,430,74,male,1,own,low,,3448.0,5,business,good,1.0
431,431,29,male,3,own,low,moderate,,24,vacation/others,bad,0.43123462520574335
432,432,36,male,3,free,low,low,1872.0,6,furniture/equipment,good,0.48927454473919985
433,433,33,male,2,own,low,,2058.0,24,repairs,good,0.5349150360123522
434,434,25,male,2,own,low,low,2136.0,9,furniture/equipment,good,0.367373045211531
435,435,25,male,2,own,,moderate,1484.0,12,radio/TV,bad,0.3998106999743037
436,436,23,unknown,1,rent,very_high,,660.0,6,repairs,good,0.3765447158830494
437,437,37,female,2,own,high,,1287.0,24,car,good,0.5306636692939383
438,438,65,male,0,own,low,low,3394.0,42,repairs,good,0.9335441312019929
439,439,26,female,0,own,low,high,609.0,12,business,bad,0.42450748394497795
440,440,39,male,3,own,low,,1884.0,12,car,good,0.5648573780750852
441,441,30,female,2,own,low,low,1620.0,12,furniture/equipment,good,0.49170268595720495
442,442,29,male,2,own,low,moderate,2629.0,20,vacation/others,good,0.4519519963250913
443,443,41,male,1,own,low,,719.0,12,education,bad,0.6323944103777266
444,444,30,female,3,own,low,moderate,5096.0,48,furniture/equipment,bad,0.48701548002945483
445,445,41,female,1,rent,,,1244.0,9,education,good,0.6453463151858344
446,446,34,female,2,own,low,low,1842.0,36,car,bad,0.4829517410122398
447,447,35,male,2,own,low,moderate,2576.0,7,radio/TV,good,0.559061261690754
448,448,55,female,3,own,,high,1424.0,12,furniture/equipment,good,0.7783969080973102
449,449,61,male,2,own,high,moderate,1512.0,15,repairs,bad,0.8301916579420535
450,450,30,male,3,own,,,11054.0,36,car,good,0.49126556256049975
451,451,29,female,2,own,low,,518.0,6,radio/TV,good,0.39592339592246834
452,452,34,male,2,own,low,,2759.0,12,furniture/equipment,good,0.458972186214692
453,453,35,male,3,own,low,,2670.0,24,car,good,0.48805071077644546
454,454,31,male,2,own,low,low,4817.0,24,car,bad,0.414341476792114
455,455,29,female,3,own,low,,2679.0,24,car,good,0.4717624098830614
456,456,36,male,2,rent,low,low,3905.0,11,car,good,0.4972505410806576
457,457,35,male,2,free,low,low,3386.0,12,car,bad,0.4851874526815242
458,458,27,female,2,own,low,low,343.0,6,domestic appliances,good,0.3773352444818085
459,459,32,male,2,own,low,,4594.0,18,radio/TV,good,0.5001254331647677
460,460,37,male,2,own,low,low,3620.0,36,furniture/equipment,good,0.55366729848915
461,461,36,male,2,own,low,low,1721.0,15,car,good,0.5428279732907213
462,462,34,female,3,rent,low,moderate,3017.0,12,furniture/equipment,good,0.5412814973884663
463,463,38,male,2,own,,moderate,754.0,12,education,good,0.5459247955176646
464,464,34,male,2,own,low,,1950.0,18,business,good,0.5031887924666617
465,465,63,male,2,own,low,low,2924.0,24,car,good,0.9089113369750954
466,466,29,female,1,rent,low,low,1659.0,24,radio/TV,bad,0.433147816007336
467,467,32,male,2,own,,,7238.0,48,radio/TV,good,0.4971142290568387
468,468,26,female,2,own,low,,2764.0,33,business,good,0.445648766646798
469,469,35,male,1,own,low,,4679.0,24,car,good,0.5280100406948293
470,470,22,male,2,rent,moderate,moderate,3092.0,24,radio/TV,bad,0.38841600273078175
471,471,23,female,2,own,low,low,448.0,6,education,bad,0.40439323409440536
472,472,28,male,1,own,low,low,654.0,9,car,bad,0.46047726273226275
473,473,36,male,3,own,,,1238.0,6,education,good,0.5796423530671005
474,474,33,male,2,own,low,moderate,1245.0,18,radio/TV,bad,0.4657053598448286
475,475,26,female,2,rent,low,low,3114.0,18,furniture/equipment,bad,0.3938410488051027
476,476,24,male,2,own,very_high,,2569.0,39,car,good,0.3590474054731101
477,477,25,male,2,own,low,high,5152.0,24,radio/TV,good,0.3721546675626326
478,478,39,male,1,own,moderate,moderate,1037.0,12,business,good,0.5493752258078796
479,479,44,unknown,2,own,low,low,1478.0,15,furniture/equipment,good,0.635770052359347
480,480,23,female,1,own,low,moderate,3573.0,12,radio/TV,good,0.3970775319787914
481,481,26,male,2,own,low,moderate,1201.0,24,car,good,0.39575438327717194
482,482,57,female,2,rent,high,low,3622.0,30,furniture/equipment,good,0.8274802708955897
483,483,30,female,2,own,high,,960.0,15,furniture/equipment,good,0.420939323649042
484,484,44,male,2,own,very_high,,1163.0,12,car,good,0.6144156593161332
485,485,47,male,3,own,low,moderate,1209.0,6,car,bad,0.6534889748339996
486,486,52,male,2,own,low,,3077.0,12,radio/TV,good,0.7081475239416908
487,487,62,female,2,free,low,,3757.0,24,car,good,0.8520401933155701
488,488,35,male,1,rent,moderate,,1418.0,10,car,good,0.5532110370431674
489,489,26,unknown,2,rent,low,,3518.0,6,car,good,0.3838690177610815
490,490,26,male,2,own,low,,1934.0,12,radio/TV,good,0.3484475351375795
491,491,42,female,3,free,low,moderate,8318.0,27,business,bad,0.6215961667257455
492,492,27,female,2,own,moderate,,1237.0,6,radio/TV,good,0.3610555377056209
493,493,38,male,2,own,,moderate,368.0,6,radio/TV,good,0.5738084744272998
494,494,39,male,1,rent,low,low,,12,car,good,0.5317999430074282
495,495,20,male,2,own,,low,2996.0,24,furniture/equipment,bad,0.33249464397911593
496,496,29,male,3,rent,moderate,moderate,9034.0,36,furniture/equipment,bad,0.4739256181911693
497,497,40,male,2,own,low,,1585.0,24,furniture/equipment,good,0.5398682145931423
498,498,32,male,1,own,low,moderate,1301.0,18,radio/TV,good,0.43074070043459434
499,499,28,male,2,own,moderate,high,1323.0,6,car,good,0.4584626548964166
500,500,27,female,2,own,low,low,3123.0,24,car,bad,0.43775779271017884
501,501,42,male,2,free,low,low,5493.0,36,car,good,0.5920027256376869
502,502,49,male,2,own,moderate,high,1126.0,9,radio/TV,good,0.7269998027557986
503,503,38,male,2,own,moderate,moderate,1216.0,24,radio/TV,bad,0.5183318537979648
504,504,24,female,2,rent,low,low,1207.0,24,car,bad,0.34311380831311256
505,505,27,male,1,own,,,1309.0,10,car,bad,0.38243467269557335
506,506,36,male,2,own,very_high,high,2360.0,15,car,good,0.5784143883964127
507,507,34,male,3,own,moderate,moderate,6850.0,15,car,bad,0.5084969272320555
508,508,28,male,2,own,low,,1413.0,24,radio/TV,good,0.4186774970991161
509,509,45,male,3,own,moderate,,,39,car,good,0.6298640673965827
510,510,26,male,2,own,low,low,759.0,12,car,bad,0.43090108042577846
511,511,32,male,3,free,low,,4686.0,36,car,good,0.46803691529219493
512,512,26,male,2,rent,low,high,2687.0,15,business,good,0.36944367607507256
513,513,20,male,2,rent,low,moderate,585.0,12,radio/TV,good,0.3379271264196404
514,514,54,male,2,own,,,2255.0,24,car,good,0.7290684690571533
515,515,37,female,2,own,low,low,609.0,6,car,good,0.4972522219699129
516,516,40,male,1,own,low,low,1361.0,6,car,good,0.6120672864196072
517,517,23,female,2,rent,low,,7127.0,36,furniture/equipment,bad,0.3175548091663967
518,518,43,male,2,own,moderate,low,1203.0,6,car,good,0.5975801693751378
519,519,36,male,2,free,,,700.0,6,radio/TV,good,0.5213979418972859
520,520,44,male,2,free,low,,5507.0,24,repairs,good,0.6258346288875826
521,521,24,female,2,own,low,low,3190.0,18,radio/TV,bad,0.41653896216923747
522,522,53,male,2,free,low,low,7119.0,48,furniture/equipment,bad,0.7071349074965627
523,523,23,female,2,own,moderate,,3488.0,24,car,good,0.3075259750695084
524,524,26,female,1,own,low,moderate,1113.0,18,radio/TV,good,0.3923013749321308
525,525,30,male,2,own,low,moderate,7966.0,26,car,good,0.4958842279533685
526,526,31,female,2,own,moderate,,1532.0,15,education,good,0.44303890536367296
527,527,42,male,1,own,low,,1503.0,4,radio/TV,good,0.6203108626624122
528,528,31,male,2,rent,low,low,2302.0,36,radio/TV,bad,0.4187375865941629
529,529,41,male,1,own,low,low,662.0,6,car,good,0.6045571750896872
530,530,32,male,2,own,low,moderate,2273.0,36,education,good,0.4646966815118822
531,531,28,female,2,rent,moderate,moderate,2631.0,15,car,bad,0.43763038580969466
532,532,41,male,2,rent,low,,1503.0,12,car,good,0.5708745895392491
533,533,26,male,2,own,moderate,,1311.0,24,radio/TV,good,0.4028343646627207
534,534,25,male,2,own,,,3105.0,24,radio/TV,good,0.3903280410655706
535,535,33,male,2,rent,low,high,2319.0,21,education,bad,0.5048926600880015
536,536,75,female,3,own,,low,1374.0,6,car,good,1.0
537,537,37,female,2,own,low,moderate,3612.0,18,furniture/equipment,good,0.5033045272954141
538,538,42,male,3,free,low,low,7763.0,48,car,bad,0.5755432605959752
539,539,45,female,1,own,low,high,3049.0,18,furniture/equipment,good,0.6421904636096527
540,540,23,male,2,rent,low,moderate,1534.0,12,radio/TV,bad,0.32309803384526153
541,541,60,male,2,free,low,,2032.0,24,car,good,0.8040033183697046
542,542,31,male,2,own,,low,6350.0,30,furniture/equipment,bad,0.48334014972784967
543,543,34,male,1,own,low,high,2864.0,18,furniture/equipment,bad,0.54633058716719
544,544,61,male,1,own,low,,1255.0,12,car,good,0.8479749051357486
545,545,43,male,2,free,low,low,1333.0,24,car,bad,0.5773796626507505
546,546,37,female,2,own,low,,2022.0,24,car,good,0.5662389597337167
547,547,32,male,2,own,low,,1552.0,24,radio/TV,good,0.4690173460929886
548,548,24,female,1,own,low,low,626.0,12,radio/TV,bad,0.37022319086825467
549,549,35,male,2,free,,,8858.0,48,car,good,0.5014489848156883
550,550,23,female,2,own,,,996.0,12,repairs,good,0.3773997900905559
551,551,,male,1,own,very_high,,1750.0,6,radio/TV,good,0.6568865454189261
552,552,34,male,2,own,low,low,6999.0,48,radio/TV,bad,0.5047329478130181
553,553,27,male,2,own,moderate,moderate,1995.0,12,car,good,0.4108856425368946
554,554,67,female,3,own,low,moderate,1199.0,9,education,good,0.9086167157183603
555,555,22,male,2,own,low,moderate,1331.0,12,radio/TV,bad,0.3642935328912653
556,556,28,female,2,own,moderate,moderate,2278.0,18,car,bad,0.40756431556239503
557,557,29,unknown,2,own,,,5003.0,21,car,bad,0.39520630037962085
558,558,27,male,2,own,low,low,,24,furniture/equipment,bad,0.43012900378439867
559,559,31,male,1,own,low,moderate,1928.0,18,furniture/equipment,bad,0.5063768769562194
560,560,49,male,2,free,,low,2964.0,24,car,good,0.654804195026697
561,561,24,male,1,rent,low,low,1546.0,24,radio/TV,bad,0.33577203428595137
562,562,29,female,2,own,low,high,683.0,6,radio/TV,good,0.41635066428658074
563,563,37,male,2,free,,moderate,12389.0,36,car,bad,0.5791231249717924
564,564,37,male,3,own,,moderate,4712.0,24,business,good,0.5404986213050282
565,565,,female,2,rent,moderate,moderate,1553.0,24,radio/TV,good,0.3139620819379705
566,566,36,male,2,own,low,low,1372.0,12,car,bad,0.4918162100024516
567,567,34,male,2,own,high,,2578.0,24,radio/TV,good,0.5450709600505874
568,568,41,male,2,own,,moderate,3979.0,48,radio/TV,good,0.6180836472112499
569,569,31,female,2,own,low,low,6758.0,48,radio/TV,bad,0.49709128626820276
570,570,23,female,1,rent,low,low,3234.0,24,furniture/equipment,bad,0.3384367870066409
571,571,38,male,2,own,low,,,30,radio/TV,good,0.54384898826899
572,572,26,female,3,rent,,,5433.0,24,car,good,0.4411399350077445
573,573,22,female,1,own,low,low,806.0,15,business,good,0.3852481946784557
574,574,27,male,1,own,low,moderate,1082.0,9,radio/TV,good,0.4161156442811761
575,575,24,female,2,own,low,,2788.0,15,furniture/equipment,good,0.34221211408304925
576,576,27,female,2,own,low,moderate,2930.0,12,radio/TV,good,0.40558238084048737
577,577,33,unknown,2,own,,,1927.0,24,education,good,0.500418941109881
578,578,27,male,2,own,low,moderate,2820.0,36,car,bad,0.42433481236798354
579,579,27,male,1,own,low,,,24,education,good,0.39365998353114234
580,580,30,male,2,own,low,moderate,1056.0,18,car,bad,0.4353255644252679
581,581,49,male,1,own,low,moderate,3124.0,12,car,good,0.688473698496991
582,582,26,female,2,rent,low,,1388.0,9,furniture/equipment,good,0.35545522515459843
583,583,33,male,1,rent,low,moderate,2384.0,36,repairs,bad,0.4779420406814
584,584,52,female,3,free,,,2133.0,12,car,good,0.7642575427910292
585,585,20,female,2,rent,low,low,2039.0,18,furniture/equipment,bad,0.2912887645115677
586,586,36,male,2,rent,low,low,2799.0,9,car,good,0.49078211279333506
587,587,21,male,1,own,low,low,1289.0,12,furniture/equipment,good,0.350844706298237
588,588,47,male,1,own,low,low,1217.0,18,domestic appliances,bad,0.6693333551715688
589,589,60,male,2,own,low,low,2246.0,12,furniture/equipment,bad,0.8417595627524124
590,590,58,female,1,own,low,low,385.0,12,radio/TV,good,0.8580319941038662
591,591,,female,2,rent,,moderate,1965.0,24,car,good,0.5767001033824718
592,592,36,female,1,own,high,,1572.0,21,business,good,0.48987310669032247
593,593,20,female,1,rent,low,moderate,2718.0,24,car,bad,0.3289731311787782
594,594,40,male,3,own,,low,1358.0,24,vacation/others,bad,0.5871837745853753
595,595,32,female,1,own,moderate,moderate,931.0,6,car,bad,0.48031356432223743
596,596,23,female,2,rent,low,low,1442.0,24,car,bad,0.3747395387155099
597,597,36,male,1,own,low,moderate,4241.0,24,business,bad,0.5353413635029196
598,598,31,male,2,own,low,,2775.0,18,car,bad,0.42118700632871237
599,599,32,male,2,free,low,,3863.0,24,business,good,0.5192535780763912
600,600,45,female,2,own,low,moderate,2329.0,7,radio/TV,good,0.6268650990674791
601,601,30,female,2,own,low,moderate,918.0,9,furniture/equipment,bad,0.45310446617541056
602,602,34,female,1,free,low,moderate,1837.0,24,education,bad,0.4676672603927146
603,603,28,female,3,own,low,,3349.0,36,furniture/equipment,bad,0.3831523807505899
604,604,23,female,2,own,low,high,1275.0,10,furniture/equipment,good,0.38483021365621173
605,605,22,male,2,own,very_high,low,2828.0,24,furniture/equipment,good,0.32924910258391754
606,606,74,male,3,own,low,,,24,business,good,1.0
607,607,50,female,2,free,moderate,moderate,2671.0,36,radio/TV,bad,0.7320781790046077
608,608,33,male,2,own,low,,2051.0,18,radio/TV,good,0.4465645223486696
609,609,45,male,2,free,,,,15,car,good,0.6040025063148305
610,610,22,female,2,own,moderate,low,741.0,12,domestic appliances,bad,0.3658191040386265
611,611,48,female,1,free,moderate,high,1240.0,10,car,bad,0.7116103098298814
612,612,29,female,2,own,high,low,3357.0,21,radio/TV,good,0.42824529204776135
613,613,22,female,2,rent,low,low,3632.0,24,car,good,0.366371050594411
614,614,22,female,2,own,low,,1808.0,18,furniture/equipment,bad,0.3553989024694341
615,615,48,male,3,own,,moderate,12204.0,48,business,good,0.6643973731547015
616,616,27,male,3,free,,moderate,9157.0,60,radio/TV,good,0.436432602450373
617,617,37,male,2,rent,low,low,3676.0,6,car,good,0.49588732227460885
618,618,21,female,2,rent,moderate,moderate,3441.0,30,furniture/equipment,bad,0.3215696317863836
619,619,49,male,1,own,low,,640.0,12,car,good,0.7371234419184598
620,620,27,male,2,own,low,moderate,3652.0,21,business,good,0.45934256138778895
621,621,32,male,2,own,low,,1530.0,18,car,bad,0.517365336188184
622,622,,male,2,own,,,3914.0,48,business,bad,0.5439433282762216
623,623,22,female,2,rent,low,low,1858.0,12,furniture/equipment,good,0.3083827145825233
624,624,65,male,2,free,low,low,2600.0,18,radio/TV,bad,0.9570469505653489
625,625,35,male,2,own,,,1979.0,15,radio/TV,good,0.5000197870084316
626,626,41,male,2,own,low,high,2116.0,6,furniture/equipment,good,0.5587412859043336
627,627,29,male,2,own,moderate,moderate,1437.0,9,car,bad,0.4456104975089905
628,628,36,male,2,own,very_high,,4042.0,42,furniture/equipment,good,0.5002807235810444
629,629,64,male,1,own,,,3832.0,9,education,good,0.8655348188265535
630,630,28,female,2,own,low,low,3660.0,24,radio/TV,good,0.39566775364749135
631,631,44,male,2,own,low,low,1553.0,18,furniture/equipment,bad,0.6557180323259564
632,632,23,male,2,own,,moderate,1444.0,15,radio/TV,good,0.3993034624609686
633,633,19,female,2,rent,low,,1980.0,9,furniture/equipment,bad,0.31198148294461536
634,634,25,female,1,own,low,moderate,1355.0,24,car,bad,0.36394989809201134
635,635,47,male,2,own,low,,1393.0,12,education,good,0.6713539672661382
636,636,28,female,2,own,very_high,,1376.0,24,radio/TV,good,0.4451772481933255
637,637,21,male,2,own,low,,15653.0,60,radio/TV,good,0.3350403005545003
638,638,34,female,2,own,low,,1493.0,12,radio/TV,good,0.45616475445211563
639,639,26,male,2,own,low,low,4370.0,42,radio/TV,bad,0.37128615433309925
640,640,27,female,0,own,low,low,750.0,18,education,bad,0.4450916312552444
641,641,38,unknown,1,own,low,moderate,1308.0,15,repairs,good,0.540078491237465
642,642,40,male,3,own,moderate,,4623.0,15,education,bad,0.577415549357723
643,643,33,male,2,own,low,,1851.0,24,radio/TV,good,0.494732350245867
644,644,32,male,3,own,low,low,1880.0,18,radio/TV,good,0.5190669554498561
645,645,27,male,2,rent,,,7980.0,36,business,bad,0.4565404706521504
646,646,32,male,2,own,low,low,4583.0,30,furniture/equipment,good,0.46506116652649626
647,647,26,female,2,own,very_high,,1386.0,12,car,bad,0.3555097655575179
648,648,38,male,2,free,low,high,947.0,24,car,bad,0.5357206105584863
649,649,40,male,1,rent,low,low,684.0,12,education,bad,0.5545137772601787
650,650,50,male,3,free,low,low,7476.0,48,education,good,0.7121227082238423
651,651,37,male,1,own,low,moderate,1922.0,12,furniture/equipment,bad,0.546996814030088
652,652,45,male,2,own,low,low,2303.0,24,car,bad,0.6514859493455576
653,653,42,male,3,own,moderate,moderate,8086.0,36,car,bad,0.6270615165158887
654,654,35,male,2,own,low,,2346.0,24,car,good,0.5566943797869304
655,655,22,male,2,free,low,low,3973.0,14,car,good,0.34505727655320584
656,656,41,male,1,own,low,moderate,888.0,12,car,bad,0.6089501935148225
657,657,37,male,2,own,,,10222.0,48,radio/TV,good,0.56037333694273
658,658,28,female,2,own,low,moderate,4221.0,30,business,good,0.4503007382519961
659,659,41,male,2,own,low,moderate,6361.0,18,furniture/equipment,good,0.5973572994994408
660,660,23,male,2,rent,low,high,1297.0,12,radio/TV,good,0.3416605141037296
661,661,23,male,2,own,,low,900.0,12,car,bad,0.36038966983084914
662,662,50,male,2,own,low,,2241.0,21,furniture/equipment,good,0.6937183051722537
663,663,35,male,3,own,low,moderate,1050.0,6,furniture/equipment,good,0.5403147724839914
664,664,50,female,1,own,low,high,1047.0,6,education,good,0.7065546329858745
665,665,27,male,3,own,low,,6314.0,24,vacation/others,good,0.4296858382638632
666,666,34,male,2,own,high,moderate,3496.0,30,furniture/equipment,good,0.5189235967661165
667,667,27,female,2,own,low,,3609.0,48,business,good,0.39144257048318726
668,668,43,male,2,rent,low,low,4843.0,12,car,bad,0.6715763005279772
669,669,47,male,2,own,low,high,3017.0,30,radio/TV,good,0.7176544698139612
670,670,27,male,1,own,moderate,,4139.0,24,business,good,0.43236674201642644
671,671,31,male,2,own,moderate,,5742.0,36,business,good,0.4657198129556583
672,672,42,male,3,own,low,,10366.0,60,car,good,0.6186448895587504
673,673,24,male,2,own,very_high,,2080.0,6,car,good,0.33296635116656104
674,674,41,male,1,own,very_high,,2580.0,21,business,bad,0.6236143649306466
675,675,26,female,3,rent,low,,4530.0,30,radio/TV,good,0.42530392868087225
676,676,33,male,2,own,low,,,24,furniture/equipment,good,0.518267329381376
677,677,24,male,2,own,moderate,moderate,5595.0,72,radio/TV,bad,0.3992717940240608
678,678,64,male,1,rent,low,low,2384.0,24,radio/TV,good,0.9077586013081825
679,679,26,female,2,own,low,,1453.0,18,radio/TV,good,0.37596879822382195
680,680,56,female,2,own,low,,1538.0,6,education,good,0.8191178419253643
681,681,37,male,2,free,,,2279.0,12,radio/TV,good,0.5304472932193703
682,682,33,male,2,own,low,,1478.0,15,radio/TV,good,0.5316867312274168
683,683,,male,2,free,low,,5103.0,24,radio/TV,good,0.7165299191214832
684,684,31,male,1,own,moderate,moderate,9857.0,36,business,good,0.463419403407497
685,685,34,male,2,free,,,6527.0,60,car,good,0.5219769770643856
686,686,27,male,2,own,,high,1347.0,10,radio/TV,good,0.3629447772216374
687,687,30,male,2,free,moderate,moderate,2862.0,36,car,good,0.4411960072891053
688,688,35,male,2,own,moderate,,2753.0,9,radio/TV,good,0.5290295809033648
689,689,31,male,2,own,high,low,3651.0,12,car,good,0.48885005085229605
690,690,25,male,2,own,low,low,975.0,15,furniture/equipment,good,0.35139538560989214
691,691,25,female,1,own,moderate,moderate,,15,repairs,good,0.3535508079479577
692,692,29,male,2,own,moderate,moderate,2896.0,24,radio/TV,good,0.4164709590709911
693,693,44,male,1,own,,low,4716.0,6,car,good,0.6729216770606243
694,694,28,male,2,own,low,,2284.0,24,radio/TV,good,0.449396811400779
695,695,50,male,2,rent,very_high,,1236.0,6,car,good,0.7123603277731961
696,696,29,male,2,own,low,moderate,1103.0,12,radio/TV,good,0.4729090742011808
697,697,38,female,0,own,low,,926.0,12,car,good,0.5383593281191815
698,698,24,male,2,own,low,,1800.0,18,radio/TV,good,0.3653250164614507
699,699,40,male,3,rent,low,high,1905.0,15,education,good,0.6270413670538073
700,700,29,female,1,rent,very_high,,1123.0,12,furniture/equipment,bad,0.42969419651014046
701,701,46,male,2,free,low,low,6331.0,48,car,bad,0.6525789690930768
702,702,47,female,2,free,moderate,high,1377.0,24,radio/TV,good,0.6894739042107381
703,703,41,male,2,own,moderate,moderate,2503.0,30,business,good,0.5834892599232194
704,704,32,female,2,own,low,moderate,2528.0,27,business,good,0.44617647450108955
705,705,35,female,2,free,very_high,,5324.0,15,car,good,0.5318429485475231
706,706,24,male,2,own,moderate,moderate,6560.0,48,car,bad,0.3875251736518295
707,707,25,female,2,rent,low,moderate,2969.0,12,furniture/equipment,bad,0.40750844101196787
708,708,25,unknown,2,own,low,moderate,1206.0,9,radio/TV,good,0.42330215494648027
709,709,37,male,1,own,low,moderate,,9,radio/TV,good,0.530548004539065
710,710,32,male,3,own,very_high,,,18,radio/TV,good,0.4570502111610062
711,711,35,female,2,free,low,low,1198.0,6,education,bad,0.5223472405158225
712,712,46,male,3,own,,,2476.0,21,car,good,0.6415187650757438
713,713,25,male,1,own,low,low,1138.0,9,radio/TV,good,0.3910395631505895
714,714,27,male,3,own,low,moderate,14027.0,60,car,bad,0.45724804322009993
715,715,63,male,2,own,,,7596.0,30,car,good,0.8651409453069453
716,716,40,male,2,own,,,3077.0,30,radio/TV,good,0.6082559157158769
